1	16	0	10
2	30	9	27
3	79	38	30
4	120	62	36
5	146	70	41
6	169	77	44
7	188	77	47
8	209	80	51
9	221	84	53
10	256	84	57
11	285	95	57
12	310	95	57
13	331	99	61
14	340	99	64
15	357	99	71
16	388	99	71
17	396	99	73
18	416	99	73
19	427	105	75
20	432	105	75
21	435	105	81
22	442	105	81
23	454	105	83
24	489	105	83
25	492	105	83
26	495	105	83
27	495	105	92
28	507	105	92
29	515	105	92
30	515	105	95
31	521	105	95
32	524	105	95
33	524	105	95
34	524	105	95
35	524	105	97
36	536	111	97
37	543	111	100
38	546	111	100
39	546	111	100
40	546	111	100
41	546	111	100
42	546	111	109
43	546	111	109
44	546	111	109
45	550	111	109
46	550	111	109
47	553	111	109
48	556	111	109
49	556	111	109
50	556	111	109
51	556	111	109
52	556	111	109
53	556	111	109
54	556	111	109
55	556	111	109
56	556	111	109
57	556	111	109
58	556	111	109
59	556	111	109
60	556	111	109
61	556	111	109
