1	9	0	0
2	45	9	0
3	95	39	0
4	124	63	0
5	137	71	0
6	167	78	0
7	209	78	0
8	253	81	6
9	274	85	12
10	338	85	12
11	361	96	12
12	385	96	12
13	416	100	15
14	438	100	27
15	457	100	39
16	468	100	45
17	481	100	45
18	489	100	45
19	510	106	45
20	536	106	51
21	558	106	57
22	576	106	57
23	594	106	57
24	632	106	59
25	644	106	59
26	669	106	59
27	693	106	63
28	717	106	67
29	733	106	75
30	740	106	81
31	755	106	83
32	763	106	86
33	769	106	92
34	769	106	98
35	772	106	101
36	775	115	101
37	786	115	103
38	786	115	107
39	792	115	113
40	795	115	113
41	820	115	119
42	822	115	119
43	825	115	119
44	825	115	119
45	828	115	119
46	830	115	119
47	832	115	123
48	832	115	123
49	834	115	123
50	837	115	129
51	837	115	132
52	837	115	135
53	837	115	140
54	839	115	140
55	839	115	140
56	839	115	140
57	842	115	140
58	842	115	140
59	842	115	140
60	852	115	140
61	852	115	140
