1	0	0	0
2	3	0	0
3	3	0	0
4	3	3	3
5	7	7	7
6	7	7	7
7	10	9	10
8	13	9	10
9	13	10	10
10	13	10	10
11	19	10	10
12	19	10	10
13	19	10	10
14	19	10	10
15	19	10	10
16	25	10	10
17	25	10	10
18	25	10	10
19	25	10	10
20	25	10	10
21	25	10	10
22	25	10	10
23	32	10	10
24	35	10	10
25	36	10	10
26	36	10	10
27	36	10	10
28	36	10	10
29	36	10	10
30	36	10	13
31	36	10	13
32	36	10	13
33	36	10	13
34	36	10	13
35	36	10	13
36	36	10	13
37	36	10	13
38	36	10	13
39	36	10	13
40	36	10	13
41	36	10	13
42	36	10	13
43	36	10	13
44	36	10	13
45	36	10	13
46	36	10	13
47	36	10	13
48	36	10	13
49	36	10	13
50	36	10	13
51	36	10	13
52	36	10	13
53	36	10	13
54	36	10	13
55	36	10	13
56	36	10	13
57	36	10	13
58	36	10	13
59	36	10	13
60	36	10	13
61	36	10	13
