1	260915	207550
2	260915	207550
3	260915	207550
4	260915	207550
5	260915	207550
6	260915	208066
7	260915	208066
8	260915	208066
9	260915	208066
10	260915	208066
11	260915	208066
12	260915	211612
13	260915	211612
14	260915	211612
15	260915	211612
16	260915	211612
17	260915	211612
18	260915	211612
19	260915	211612
20	260915	211612
21	260915	211612
22	260915	211612
23	260915	211612
24	260915	211612
25	260915	211612
26	260915	211612
27	260915	211612
28	260915	211612
29	260915	211612
30	260915	211612
31	260915	211612
32	260915	211612
33	260915	211612
34	260915	211612
35	260915	211612
36	260915	211612
37	260915	211612
38	260915	211612
39	260915	211612
40	260915	211612
41	260915	211612
42	260915	211612
43	260915	211612
44	260915	211612
45	260915	211612
46	260915	211612
47	260915	211612
48	260915	211612
49	260915	211612
50	260915	211612
51	260915	211612
52	260915	211612
53	260915	211612
54	260915	211612
55	260915	211612
56	260915	211612
57	260915	211612
58	260915	211612
59	260915	211612
60	260915	211612
61	260915	211612
62	260915	211612
63	260915	211612
64	260915	211612
65	260915	211612
66	260915	211612
67	260915	211612
68	260915	211612
69	260915	211612
70	260915	211612
71	260915	211612
72	260915	211612
73	260915	211612
74	260915	211612
75	260915	211612
76	260915	211612
77	260915	211612
78	260915	211612
79	260915	211612
80	260915	211612
81	260915	211612
82	260915	211612
83	260915	211612
84	260915	211612
85	260915	211612
86	260915	211612
87	260915	211612
88	260915	211612
89	260915	211612
90	260915	211612
91	260915	211612
92	260915	211612
93	260915	211612
94	260915	211612
95	260915	211612
96	260915	211612
97	260915	211612
98	260915	211612
99	260915	211612
100	260915	211612
101	260915	211612
102	260915	211612
103	260915	211612
104	260915	211612
105	260915	211612
106	260915	211612
107	260915	211612
108	262915	211612
109	262915	211612
110	262915	211612
111	262915	211612
112	262915	211612
113	262915	211612
114	262915	211612
115	262915	211612
116	262915	211612
117	262915	211612
118	262915	211612
119	262915	211612
120	262915	211612
121	262915	211612
122	262915	211612
123	262915	211612
124	262915	211612
125	262915	211612
126	262915	211612
127	262915	211612
128	262915	211612
129	262915	211612
130	262915	211612
131	262915	211612
132	262915	211612
133	262915	211612
134	262915	211612
135	262915	211612
136	262915	211612
137	262915	211612
138	262915	211612
139	262915	211612
140	262915	211612
141	262915	211612
142	262915	211612
143	262915	211612
144	262915	211612
145	262915	211612
146	262915	211612
147	262915	211612
148	262915	211612
149	262915	211612
150	262915	211612
151	262915	211612
152	262915	211612
153	262915	211612
154	262915	211612
155	262915	211612
156	262915	211612
157	262915	211612
158	262915	211612
159	262915	211612
160	265915	211612
161	265915	211612
162	265915	211612
163	265915	211612
164	265915	211612
165	265915	211612
166	265915	211612
167	265915	211612
168	265915	211612
169	265915	211612
170	265915	211612
171	265915	211612
172	265915	211612
173	265915	211612
174	265915	211612
175	265915	211612
176	265915	211612
177	265915	211612
178	265915	211612
179	265915	211612
180	265915	211612
181	265915	211612
182	265915	211612
183	265915	211612
184	265915	211612
185	265915	211612
186	265915	211612
187	265915	211612
188	265915	211612
189	266672	211612
190	266672	211612
191	266672	211612
192	266672	211612
193	266672	211612
194	266672	211612
195	266672	211612
196	266672	211612
197	266672	211612
198	266672	211612
199	266672	211612
200	266672	211612
201	266672	211612
202	266672	211612
203	266672	211612
204	266672	211612
205	266672	211612
206	266672	211612
207	266672	211612
208	266672	211612
209	266672	211612
210	266672	211612
211	266672	211612
212	266672	211612
213	266672	211612
214	266672	211612
215	266672	211612
216	266672	211612
217	266672	211612
218	266672	211612
219	266672	211612
220	266672	211612
221	267085	211612
222	267085	211612
223	267085	211612
224	267085	211612
225	267085	211612
226	267085	211612
227	267085	211612
