# This file is called   force.dat
# Force-Deflection data for a beam and a bar
# Deflection    Col-Force       Beam-Force 1	260915	207550
1	2415	2084
2	2317	1997
3	2301	1954
4	2302	1954
5	2274	1954
6	2274	1949
7	2274	1935
8	2274	1935
9	2274	1935
10	2274	1935
11	2274	1934
12	2274	1934
13	2274	1934
14	2252	1934
15	2252	1932
16	2252	1932
17	2252	1932
18	2240	1932
19	2240	1925
20	2231	1925
21	2231	1925
22	2231	1925
23	2231	1925
24	2231	1925
25	2231	1925
26	2231	1925
27	2231	1925
28	2231	1925
29	2231	1925
30	2231	1924
31	2231	1924
32	2231	1924
33	2231	1923
34	2231	1923
35	2231	1923
36	2231	1923
37	2220	1923
38	2220	1923
39	2220	1923
40	2220	1923
41	2220	1923
42	2220	1923
43	2220	1923
44	2220	1923
45	2220	1923
46	2220	1923
47	2220	1923
48	2220	1923
49	2220	1923
50	2220	1923
51	2220	1923
52	2218	1923
53	2218	1923
54	2218	1923
55	2218	1911
56	2218	1907
57	2217	1907
58	2217	1907
59	2217	1907
60	2217	1907
61	2217	1907
62	2217	1907
63	2217	1907
64	2217	1907
65	2217	1907
66	2217	1907
67	2217	1907
68	2217	1907
69	2217	1907
70	2217	1907
71	2217	1907
72	2217	1907
73	2217	1907
74	2217	1904
75	2217	1904
76	2217	1904
77	2202	1904
78	2202	1904
79	2202	1904
80	2202	1904
81	2202	1904
82	2202	1904
83	2202	1904
84	2202	1904
85	2202	1904
86	2200	1904
87	2200	1904
88	2200	1904
89	2186	1904
90	2155	1904
91	2155	1904
92	2155	1904
93	2155	1904
94	2100	1904
95	2049	1904
96	2049	1904
97	2049	1904
98	2025	1904
99	2001	1904
100	2001	1904
101	2001	1904
102	1998	1904
103	1998	1904
104	1998	1904
105	1998	1904
106	1998	1904
107	1998	1904
108	1998	1904
109	1998	1888
110	1998	1888
111	1998	1888
112	1998	1888
113	1988	1888
114	1988	1888
115	1988	1888
116	1988	1888
117	1988	1888
118	1988	1888
119	1988	1888
120	1988	1888
121	1988	1888
122	1988	1888
123	1988	1888
124	1988	1888
125	1988	1888
126	1988	1888
127	1988	1888
128	1988	1888
129	1988	1888
130	1988	1888
131	1988	1888
132	1988	1888
133	1867	1888
134	1867	1888
135	1867	1888
136	1867	1888
137	1867	1888
138	1867	1888
139	1867	1888
140	1867	1888
141	1867	1888
142	1867	1888
143	1867	1888
144	1867	1888
145	1867	1888
146	1867	1888
147	1543	1888
148	1543	1888
149	1543	1888
150	1543	1888
151	1543	1888
152	1543	1888
153	1543	1888
154	1543	1888
155	1543	1888
156	1543	1888
157	1543	1888
158	1333	1888
159	1333	1888
160	1333	1888
161	1333	1888
162	1333	1888
163	1333	1888
164	1333	1888
165	1298	1888
166	1298	1888
167	1298	1888
168	1298	1888
169	1298	1888
170	1298	1888
171	1298	1888
172	1298	1888
173	1298	1888
174	1298	1888
175	1298	1888
176	1298	1888
177	1298	1888
178	1298	1888
179	1298	1888
180	1298	1888
181	1298	1888
182	1298	1888
183	1298	1888
184	1298	1888
185	1298	1888
186	1298	1888
187	1298	1888
188	1298	1888
189	1298	1888
190	1298	1888
191	1298	1888
192	1298	1888
193	1298	1888
194	1298	1888
195	1298	1510
196	1298	1510
197	1298	1510
198	1298	1510
199	1298	1510
200	1298	1510
201	1298	1510
202	1298	1510
203	1298	1510
204	1298	1510
205	1298	1510
206	1298	1510
207	1298	1510
208	1298	1510
209	1298	1510
210	1298	1510
211	1298	1510
212	1298	1510
213	1298	1510
214	1298	1510
215	1298	1510
216	1298	1510
217	1298	1510
218	1298	1510
219	1298	1510
220	1298	1510
221	1298	1510
222	1298	1510
223	1298	1510
224	1298	1510
225	1298	1510
226	1298	1510
227	1298	1510
228	1298	1510
229	1298	1510
230	1298	1510
231	1298	1510
232	1298	1510
233	1298	1510
234	1298	1510
235	1298	1101
236	1298	1101
237	1298	1101
238	1298	1094
239	1298	1094
240	1298	1094
241	1298	1094
242	1298	1094
243	1298	1094
244	1298	1094
245	1298	1094
246	1298	1094
247	1298	1094
248	1298	1094
249	1298	1094
250	1298	1094
251	1298	1094
252	1298	1094
253	1298	1094
254	1298	1094
255	1298	1094
256	1298	1094
257	1212	1094
258	1212	1094
259	1212	1094
260	1212	1094
261	1212	1094
262	1212	1094
263	1212	1094
264	1212	1094
265	1212	1094
266	1212	1094
267	1212	1094
268	1118	1094
269	1118	1094
270	1118	1094
271	1118	1094
272	1118	1094
273	1118	1094
274	1118	1094
275	1118	1094
276	1118	1094
277	1118	1094
278	1118	1094
279	1118	1094
280	1118	1094
281	1118	1094
282	1118	1094
283	1118	1094
284	1118	1094
285	1118	1094
286	1118	1094
287	1118	1094
288	1118	1094
289	1118	1094
290	1118	1094
291	1118	1094
292	1118	1094
293	1118	1094
294	1118	1094
295	1118	1094
296	1118	1094
297	1118	1094
298	1118	1094
299	1118	1094
300	1118	1094
301	1118	1094
302	1118	1094
303	1118	1094
304	1118	1094
305	1118	1094
306	1118	1094
307	1118	1094
308	1118	1094
309	1118	1094
310	1118	1094
311	1118	1094
312	1118	1094
313	1118	1094
314	1118	1094
315	1118	1094
